x,y,Clay,SOC,pH,CEC
11.58535,49.43574,22,12.7,7.91,16
11.5801,49.2739,21,15.2,6.38,12.2
11.72238,53.98292,7,24.2,5.64,6.8
11.71724,53.85715,4,6.8,6.63,4.1
11.68998,53.17443,3,14.6,4.93,3.1
11.63661,51.75494,18,15,7.82,20.1
11.62733,51.52403,21,14.7,8.04,16.3
11.62246,51.35959,21,19.1,7.43,18.4
11.61803,51.23377,17,10.8,7.32,12.6
11.60551,50.87433,14,13.5,6.81,10.1
11.59996,50.71255,8,7.6,6.03,4
11.59542,50.62177,21,28.9,5.9,9.6
11.54809,49.1304,21,16,7.55,17.1
11.54302,48.96856,23,16.9,7.01,15.1
11.53302,48.6448,21,28.2,6.84,20.9
11.50974,47.87122,33,54.4,6.96,34.5
11.52852,49.38256,25,13.1,6.93,10.1
11.4846,47.92556,19,38.7,7.31,31.1
11.63837,53.39085,3,31.7,5.65,11.5
11.594547,52.204971,15,10.5,6.3,10.1
11.58294,51.8814,24,39,7.82,27.6
11.59168,52.94206,5,32,6.19,11.9
11.564668,52.187391,17,19,7.79,20.4
11.55341,51.86391,17,13.1,7.19,14.7
11.55159,51.81002,14,13.8,8.04,16
11.52619,51.05518,24,21.8,7.71,19.1
11.5001,50.24631,17,30.8,6.31,12.9
11.47508,49.43721,27,25.2,6.25,14.3
11.45582,48.78978,17,12.3,6.33,8.5
11.45424,48.73584,25,35.3,7.66,20.5
11.4511,48.6279,6,32.8,7.56,18.3
11.44956,48.57394,10,8.9,6.25,5.9
11.44489,48.41207,18,11.6,5.72,9.2
11.44178,48.30411,36,28.4,6.44,26.8
11.55297,52.6909,11,8.9,5.87,8.6
11.51418,51.55879,24,18.4,5.58,13.8
11.50319,51.23541,21,18.5,7.16,16.1
11.50294,51.2014,15,15.8,7.68,11.3
11.49306,50.9118,28,19.8,6.09,17.2
11.46267,49.94105,28,27.8,5.13,14.1
11.44223,49.25776,8,25.2,5.97,7.7
11.5203,52.60145,10,77.9,5.39,17.6
11.51908,52.5655,3,9.1,4.06,4.8
11.49834,51.95454,22,20.4,8.04,14.4
11.48651,51.59513,25,23.3,7.72,21.6
11.46765,50.98318,24,18.3,7.74,19.8
11.43213,49.85151,38,43.2,7.74,35.4
11.39487,48.55664,13,13.4,5.54,8.2
11.38944,48.35883,15,16.2,7.46,14.7
11.53296,53.80567,14,15.4,5.71,6.5
11.49322,52.67367,6,19.5,5.32,7.3
11.48485,52.42212,3,10.7,4.93,4.4
11.46983,51.97288,23,19.7,7.24,19.5
11.45938,51.64941,21,9.4,6.32,9.5
11.44568,51.21804,8,11.9,6.83,10
11.44059,51.05629,35,27.9,7.81,25.7
11.43462,50.84068,46,31.5,6.84,35.6
11.38627,49.2225,24,22.3,6,12.3
11.47072,52.80005,8,8,5.77,2.8
11.45183,52.31466,3,10.9,5.16,2.3
11.445386,52.116997,19,18.6,7.39,18.7
11.4333,51.73961,18,12.5,7.77,14.8
11.42313,51.4161,22,14.8,7.99,16.3
11.41981,51.30828,25,21.8,7.71,19.9
11.40827,50.93082,27,17.5,7.46,20.3
11.38428,50.1219,38,29.7,7.07,25
11.34944,48.8811,30,32.3,7.89,23.6
11.34797,48.82714,15,13,7.16,10
11.3288,48.10754,9,13.2,6.69,11.2
11.31968,47.74764,16,44.2,7.4,36.6
11.42365,52.35098,3,79.6,3.73,8.4
11.418473,52.189231,13,13.3,7.91,14.2
11.413356,52.027497,23,15.9,6.15,15.4
11.38844,51.21877,10,13.2,6.23,7.9
11.35075,49.92443,27,29.4,7.65,24.3
11.44298,53.82476,14,14.2,7.37,14.1
11.43826,53.69898,5,11.8,4.97,4.8
11.42621,53.33961,4,9.4,4.97,2.1
11.41027,52.85443,3,30.7,4.42,1
11.40507,52.6927,3,29.4,4.24,5.6
11.39376,52.33332,5,6.3,6.1,4.4
11.39094,52.24351,13,12.5,7.11,12.7
11.389792,52.207548,12,11.5,7.72,10.8
11.383667,52.009871,21,23,7.61,21.6
11.3787,51.84814,24,17.6,6.12,14.8
11.36989,51.56059,13,8.3,4.71,5.8
11.34979,50.87762,48,21.8,4.44,18.6
11.31019,49.45728,41,44,5.73,26.1
11.30248,49.16952,32,22,7.21,22.2
11.28053,48.32409,18,13.1,6.75,12
11.27965,48.28811,18,47.3,6.02,21.6
11.37835,52.78292,5,124.7,4.03,11.1
11.33905,51.48903,30,38.6,7.25,25.2
11.3158,50.68015,12,12.4,5.7,6.5
11.30239,50.19478,19,13.5,6.13,12.6
11.35261,52.90904,5,16.2,6.73,9.4
11.34269,52.58558,5,7,5.74,4.4
11.31857,51.77691,19,17.8,7.71,20
11.31632,51.72306,16,12.6,5.56,8.6
11.30305,51.23772,14,7.5,4.02,5.1
11.28955,50.75238,10,16.3,5.76,9.6
11.26058,49.67366,30,20.9,6.44,17.9
11.23589,48.70247,11,29.1,7.33,17.1
11.23371,48.61255,7,73.8,5.97,29
11.21246,47.73089,20,37.3,6.84,27.9
11.314232,52.621865,4,33.8,3.7,6.8
11.29679,52.02888,24,19.7,7.69,23.3
11.27257,51.16586,28,21.1,7.64,23.3
11.21759,49.06243,36,18.7,7.15,21.1
11.18291,47.60522,62,113.5,6.69,63.8
11.3114,53.50248,5,11.3,6.21,4.8
11.30506,53.30502,3,17.6,5.74,2.5
11.2916,52.85613,3,7.8,6.62,2.4
11.29052,52.81985,4,15.8,5.09,3.9
11.26264,51.84944,23,14,6.79,15.2
11.25464,51.56189,19,11,5.94,11.2
11.25021,51.40012,29,28.8,4.47,15.5
11.24526,51.23799,41,32.9,7.54,23.8
11.23622,50.87888,13,18.3,4.31,7.6
11.28688,53.70066,10,11.4,6.9,10.1
11.25007,52.44282,4,29.3,5.99,7.2
11.24105,52.11934,21,19.6,7.54,22
11.23548,51.92163,23,17.7,7.81,17.9
11.18501,49.98023,37,18.9,7.6,23.1
11.15863,48.88324,39,32.8,7.69,27.9
11.14744,48.39753,21,18.9,7.05,15.1
11.25698,53.71889,5,18.2,4.37,5.6
11.22463,52.58681,5,57.5,3.52,6.3
11.1951,51.49059,17,24.9,4.21,8.9
11.1867,51.16705,30,24.1,7.55,13.3
11.16237,50.19629,14,15.4,6.86,12.1
11.15971,50.08841,41,38.7,7.39,37.3
11.15455,49.87265,40,36.6,7.78,32
11.1506,49.71083,33,15.3,7.95,17.6
11.14682,49.54898,4,7.8,5.63,5.1
11.13674,49.11734,25,13.6,7.01,12.5
11.12447,48.57772,33,44.3,6.63,32.6
11.11846,48.30785,21,24.4,7.48,19.5
11.10664,47.76804,45,123.8,6.8,64.7
11.23329,53.84511,16,13.1,6.83,10.4
11.20978,53.12604,5,10.6,6.5,4.9
11.20552,52.96451,8,17.6,6.11,9.3
11.1879,52.31755,7,25.3,4.24,5.8
11.16856,51.580727,23,10.8,4.54,7.9
11.15227,50.93368,52,41.5,6.43,28.1
11.14818,50.77217,18,12.2,7.89,11.6
11.10292,48.82983,23,12.6,6.54,13.9
11.16747,52.67744,6,9.3,5.47,3.3
11.14291,51.70684,16,23.3,4.15,7.2
11.16579,53.70188,8,10.1,5.07,4.2
11.1604,53.50422,11,11.1,6.42,4.6
11.15021,53.17829,9,15.2,5.75,6.9
11.14643,52.98308,16,35.5,6.34,27.6
11.13896,52.69557,9,86.8,3.68,9.3
11.12969,52.33614,21,13.3,7.71,14
11.12126,52.0129,17,18.3,7.51,17.5
11.11046,51.56333,21,13.8,5.08,11.2
11.10957,51.52736,21,55.2,3.85,13.5
11.07917,50.23308,47,32,7.49,29.9
11.05419,49.10019,38,26.3,6.4,21.5
11.04764,48.77638,29,27.2,7.33,22.1
11.03724,48.29066,22,14.2,6.67,16.2
11.03391,48.1287,27,32.2,6.79,22.3
11.0281,47.84079,23,40.1,6.35,20.3
11.10994,53.88214,6,10.6,6.78,10.1
11.1076,53.79229,16,10.4,7.19,11
11.0771,52.58832,4,9.8,6.36,4.8
11.07321,52.42657,28,106.2,5.98,47.5
11.05651,51.72562,14,54,6.52,13.6
11.03727,50.88082,29,26.1,7.47,25.7
11.01965,50.07178,59,48.5,5.91,30.5
10.98723,48.48905,13,10.3,6.05,17.9
10.97572,47.89527,36,63.2,5.67,28.5
11.0721,53.65062,11,16.8,5.83,8.8
11.0459,52.51665,5,55.8,5.68,10.8
11.04091,52.30104,11,42.9,4.08,7.9
11.01531,51.16854,19,23.7,7.55,27.4
10.96924,48.95703,22,16.3,5.92,10.4
10.95879,48.41731,33,59.7,7.46,39.1
11.03592,53.34357,8,28.9,6.07,10.5
10.9812,50.91724,29,21.1,7.9,22.4
10.97781,50.75546,27,38.7,7.29,28.2
10.96126,49.94642,19,19.1,7.46,14.7
10.99876,53.09133,4,12.7,5.99,2.8
10.99923,52.89456,4,12.2,6.43,5.2
10.98909,52.60706,4,43.3,4.1,6.5
10.96358,51.43879,27,19.8,7.47,24.3
10.96099,51.31293,14,14.6,4.2,8.4
10.93164,49.8567,20,22.8,6.83,23.8
10.91563,49.01142,49,19.8,7.72,24
10.90738,48.56172,21,49.3,7.38,29.6
10.89302,47.75198,31,50.8,5.84,29
10.98751,53.81131,17,14.9,7.69,14.5
10.94263,51.81648,4,48.5,3.54,5.1
10.90515,49.92886,68,61.2,6.35,39
10.89732,49.5153,17,13.8,6.92,9.9
10.89613,49.4433,18,19.3,6.39,11.2
10.88776,48.95776,27,19.2,5.86,13.6
10.88443,48.79579,9,14.2,6.54,9
10.94468,53.29041,2,18.4,6.5,8
10.94374,53.25373,10,9.4,6.6,9.5
10.93577,52.8768,9,6.9,6.47,6.1
10.93076,52.64346,5,15.6,6.52,3.9
10.93002,52.60751,4,78.7,3.93,6.1
10.92727,52.48169,0,415.8,5.11,120.4
10.92319,52.28399,27,14.1,7.27,13
10.91,51.63697,35,58.8,3.84,15.9
10.87509,49.80323,15,9.5,6.38,9.7
10.86443,49.20973,10,9.4,5.36,2.9
10.85505,48.67012,20,40.3,8.08,18.7
10.85081,48.43623,11,10.5,6.5,7.6
10.92592,53.81178,9,15.2,6.55,10.9
10.88249,51.70913,19,37.7,5.42,10.4
10.87014,51.06197,20,40.1,7.69,31.4
10.85818,50.41478,15,28.3,6.34,11.1
10.85234,50.09114,23,14.6,7.38,15.4
10.82732,48.63431,45,66.5,7.5,54.2
10.822,48.31044,33,24.6,7.32,26.5
10.87263,52.6978,6,17.6,4.44,4.9
10.8695,52.53607,3,15.3,6.22,5.8
10.86245,52.17658,11,21.9,4.13,3.5
10.84853,51.43969,13,29.7,6.12,8.6
10.839,50.91838,40,42.4,7.47,32.8
10.83837,50.8824,62,47.7,6.51,38.6
10.80778,49.1022,43,26.8,7.41,21.5
10.79282,48.16672,21,9.2,6.61,8.9
10.7903,48.00475,34,121.2,6.24,62
10.78779,47.84277,17,53.5,6.84,32.5
10.78474,47.6448,29,37.5,6.35,20.8
10.84486,52.78786,13,71.8,5.37,12.1
10.83863,52.46437,2,25,4.69,1
10.81785,51.33203,29,17.3,4.59,15.7
10.81214,51.00846,33,17.8,7.44,21.7
10.79023,49.71391,24,11,6.71,11.7
10.77983,49.06643,30,16.7,5.9,14.2
10.76242,47.93296,30,43.3,6.3,23.3
10.81662,52.85989,4,12,4.89,2.7
10.8076,52.37468,5,31.3,4.87,5.7
10.80177,52.0512,17,53.6,7.2,22.3
10.7671,50.00182,11,13.9,5.9,8.1
10.75607,49.30043,18,34.6,6.68,21.9
10.73207,47.68118,27,55.8,7.12,31.7
10.81283,54.24397,17,13.3,7.41,12.4
10.78269,52.62653,1,32,3.76,8
10.77694,52.3031,16,30.2,4.88,8.8
10.75852,51.17047,22,14.6,7.72,16.5
10.73071,49.44452,25,38.1,6.91,24.5
10.72992,49.39056,9,13.6,7.14,9.4
10.7275,49.22869,11,6,7.49,9
10.72513,49.06681,41,30.8,6.5,24.9
10.71195,48.14926,31,68.3,7.1,37.1
10.70744,47.82532,28,69.4,7.04,33.1
10.7792,54.15183,14,15.9,6.3,10
10.77896,54.11903,17,20.8,7.13,16
10.75718,52.86036,4,10.8,4.56,2.2
10.74344,52.05159,24,26.1,7.35,25.6
10.73757,51.69211,25,68.2,4.86,11.7
10.72472,50.88319,42,34.8,7.62,35.9
10.71722,50.39775,54,18.8,7.71,31.6
10.7148,50.23593,21,14.3,5.98,12.1
10.70813,49.78638,13,9.3,6.66,7.5
10.71547,52.12369,15,13.1,7.25,14.5
10.70293,51.27885,27,19.7,6.94,21.5
10.68547,50.1462,27,14.2,7.43,17.1
10.65265,47.71767,22,30.8,5.57,10.8
10.70537,53.32799,44,44.9,7.01,28.1
10.70185,53.11232,4,9.4,5.94,4.5
10.66966,51.00937,26,18.7,7.69,20.7
10.66811,50.90149,16,27.6,4.89,7.4
10.64162,48.95937,43,20.1,7.82,28.2
10.63955,48.79746,36,32.3,7.19,30.8
10.63747,48.63555,30,16,7.54,19.3
10.63269,48.25771,25,21.9,5.78,13
10.63067,48.09577,23,32.9,5.66,12.9
10.68192,53.74148,37,29.7,6.83,28.1
10.67933,53.57975,3,7.2,5.02,1
10.66975,52.9687,4,18.9,4.07,1
10.66674,52.77103,5,6.1,6.19,3.5
10.6648,52.64522,5,23.3,5.58,8.1
10.66241,52.48345,0,404.2,3.61,24.8
10.661,52.39346,11,9.7,6.44,9.9
10.65757,52.15995,30,42.2,7.7,39
10.65478,51.96224,15,10.7,6.78,9
10.65003,51.63868,24,43.7,4.61,12.2
10.64595,51.35109,32,20.5,6.25,19.8
10.62156,49.53509,22,13.8,6.01,10.4
10.60725,48.40193,8,12.9,5.88,6.9
10.60212,47.95194,25,22.1,6.39,12.9
10.6017,47.91596,49,61.6,6.86,49.7
10.59834,47.62799,28,55.8,7.17,28.2
10.65523,53.97527,16,10.7,6.75,11.1
10.61341,51.06362,31,29.9,6.97,22
10.59487,49.60719,31,28,7.45,23.9
10.57949,48.31199,30,36.8,6.09,11.2
10.57214,47.66412,14,42,6.54,22.5
10.62449,53.95747,0,271.6,6.39,99.8
10.59769,52.05242,48,29.6,7.9,36.3
10.59341,51.72888,30,117.3,4.49,23
10.59175,51.603,19,26.2,5.97,8.4
10.5844,50.9559,40,29,7.69,29.6
10.57867,50.56038,38,46.2,7.18,30.1
10.55992,48.97779,39,20.6,7.87,25.2
10.55808,48.81589,31,19.1,6.48,20.8
10.55629,48.65399,31,24.4,6.04,18.6
10.5541,48.45604,15,12.6,6.01,11.7
10.55312,48.36613,30,21.6,6.22,17.8
10.55232,48.29414,19,11.8,6.94,15.4
10.55136,48.20417,16,24.2,5.65,8.6
10.59809,54.24515,24,28.2,5.71,14.1
10.57385,52.46594,2,28,5.97,4.5
10.56558,51.8189,14,69.7,4.64,11.6
10.54806,50.36273,18,11.1,6.67,11.1
10.54435,50.03907,52,18.8,8.12,25.5
10.5395,49.60744,9,11.7,7.6,12.3
10.52166,47.93436,20,35.2,7.2,20.9
10.56574,54.1195,12,11.4,6.74,6.8
10.56188,53.83197,12,11,6.51,7.5
10.55552,53.34674,39,34.7,6.32,24
10.55346,53.18499,5,7.2,5.77,2.9
10.55206,53.07715,7,10.6,6.41,7.1
10.55126,53.02324,7,8,6.96,5.4
10.54932,52.86141,5,14.5,6.06,5.2
10.54888,52.82555,6,32.9,6.99,10.8
10.54686,52.6638,4,37.8,4.99,3.5
10.54529,52.53798,7,63.7,4.5,10.9
10.54333,52.37625,9,13.8,6.06,6.2
10.53136,51.36962,48,55.1,6.29,34.8
10.528,51.082,17,16.6,4.27,8.3
10.52762,51.04607,48,8.4,8.32,24.1
10.51682,50.07516,31,30.8,7.09,25.5
10.50089,48.54628,26,61.1,7.67,54.6
10.49403,47.84451,19,59.4,7.28,34
10.53131,53.81412,5,17.2,6.5,8.3
10.52927,53.65237,19,46.5,7.49,28.2
10.52657,53.43672,12,72.3,6.54,33.6
10.50097,51.22598,23,24.2,7.46,17.9
10.49075,50.2551,41,45.2,7.12,26.5
10.48204,49.39187,13,12.5,6.24,9.2
10.46966,48.09657,39,122.1,6.5,62.5
10.46669,47.77262,17,55,7.16,28.9
10.50502,54.15571,5,11.9,5.63,4.7
10.48774,52.66405,5,28.2,6.02,7.2
10.47261,51.24403,25,35.4,7.38,21.1
10.46895,50.88452,31,41.1,3.93,11.5
10.46447,50.43503,43,26.3,7.88,24.5
10.45789,49.7517,17,11,7.15,11.8
10.45331,49.2661,74,53.3,6.5,54.8
10.44312,48.13268,0,251.3,5.14,61.9
10.44064,47.84473,25,37.8,5.85,15
10.46762,53.5448,6,18.2,6,3.8
10.45558,52.41254,9,31.2,4.75,6.3
10.451,51.9632,26,45.9,7.5,49.9
10.42121,48.72654,25,25.5,6.22,21.1
10.4119,47.59283,27,42.4,6.32,26.9
10.44438,54.20986,5,13.8,6.07,5.4
10.42985,52.79008,1,20.6,3.93,1
10.42829,52.62831,7,57.4,3.88,7.6
10.42634,52.43063,4,29.2,5.39,5.6
10.41956,51.71164,23,136.6,4.83,27.8
10.41611,51.33417,25,16.9,7.05,19
10.40895,50.52514,32,43.2,7.4,30.6
10.40585,50.16552,21,14.7,6.34,12.8
10.38831,47.9889,30,35.7,6.3,22.6
10.3871,47.82694,26,28.6,5.39,13.8
10.41072,53.94041,15,15.5,6.21,8.5
10.40863,53.68879,13,10,6.69,8.9
10.40104,52.88005,3,8.8,6.42,4.1
10.39711,52.44865,6,30.7,4.31,5.5
10.38625,51.19046,27,28.3,6.21,19.7
10.38492,50.93875,13,18.4,6.39,10.1
10.38351,50.86682,20,132,3.98,12.9
10.377,50.05772,13,14.6,6.91,11.2
10.37251,49.48223,42,45.2,7.12,37.6
10.37174,49.37432,23,14.5,7.05,13.7
10.36526,48.43909,22,18.2,7.1,17.3
10.36067,47.86301,31,29.1,7.36,34
10.35951,47.70102,30,90.7,6.45,47.8
10.38391,54.29993,9,15.1,6.7,8.9
10.37379,53.16769,15,35.1,4.29,12.1
10.36563,52.19715,19,19.9,7.34,18.9
10.35173,50.41745,44,21.7,6.45,20.3
10.33583,48.15104,14,14.8,6.49,12.4
10.34957,53.8687,9,15.3,5.14,5
10.34505,53.31156,3,26.4,5.72,7.9
10.34276,53.024,4,18.3,6.85,6.9
10.33904,52.53875,3,13.2,5.63,3.5
10.338,52.41298,3,5.2,6.33,4.7
10.3344,51.92763,22,36.4,4.55,10.8
10.32937,51.24457,44,22.7,8.07,25.4
10.32849,51.11874,40,37.3,7.7,33.5
10.3226,50.27366,30,16.9,7.53,20.5
10.32069,49.98597,25,14.8,7.71,16.1
10.31935,49.78814,17,21,6.18,12.9
10.31539,49.17635,20,10.1,7.46,13
10.31207,48.65493,18,14.7,7.95,15
10.30885,48.13313,23,26.1,6.46,15.2
10.3081,48.00716,27,32.3,6.05,17.4
10.31008,52.62869,8,14.4,4.12,6.7
10.30451,51.81984,20,190.3,3.59,21.1
10.28451,48.58305,20,123,7.28,61.8
10.28091,47.93524,35,38.8,5.95,23.6
10.27913,47.61127,19,35.2,6.07,22.2
10.28786,53.79813,7,19.3,5.45,7.6
10.2842,53.18592,4,33.2,6.16,10.1
10.27435,51.6222,15,29.1,6.49,14.9
10.27284,51.37054,25,19.4,7.07,20.6
10.26412,49.84222,32,12.2,8.02,12.3
10.26321,49.68037,39,17.7,8.05,18.9
10.26236,49.51851,19,11.4,7.91,16
10.25844,48.78101,36,33.7,7.37,33
10.25273,47.64732,20,37.8,7.38,25.9
10.25292,52.95235,3,34.5,3.93,5.5
10.25013,52.46708,7,36,7.59,17.1
10.24773,52.03569,26,15.6,8.01,20.8
10.24568,51.65822,18,14.1,7.37,15.3
10.24539,51.55043,22,13.5,6.91,13.6
10.23575,49.71642,20,6.3,7.23,10.4
10.23057,48.63714,32,16.9,7.12,18.9
10.22867,48.25927,20,6.1,6.32,7.3
10.22691,47.82738,25,28.7,5.54,13.6
10.22504,53.31186,5,58.8,5.67,11.3
10.2217,52.66483,2,34.4,4.63,5.6
10.22028,52.37727,6,8,5.94,5.5
10.21332,50.92121,10,16.2,4.58,5.9
10.20952,50.07614,21,10.2,6.85,12.5
10.20269,48.45726,24,32.5,7.53,19.9
10.2022,48.33132,14,13.6,6.45,10
10.20029,47.84542,21,29.4,5.53,12.6
10.19951,47.64743,24,25.4,6.03,13.5
10.19933,54.22845,16,10,7.23,11.9
10.18925,51.96435,18,11.6,5.87,11.7
10.18569,51.118999,11,17.4,4.5,8.5
10.18326,50.47165,33,32.9,7.62,34.4
10.18062,49.82442,36,17.5,7.93,19.5
10.17944,49.50069,34,16.8,7.73,22.8
10.17437,48.07943,15,11.2,6.08,9.7
10.17383,47.91747,32,43.2,6.33,26.5
10.1657,53.49166,55,27,6.08,33.5
10.16427,53.11418,3,9.1,4.55,2.1
10.16227,52.59306,2,4.6,4,2.5
10.1586,51.55051,16,12.9,7.09,16
10.15691,51.06513,27,17,5.39,11.8
10.15638,50.90341,6,36,3.97,17.9
10.15319,49.93237,29,12.9,8.14,19.8
10.15191,49.51873,38,37.3,7.5,40.7
10.15016,48.96108,20,17.3,7.19,15.3
10.13335,52.7728,1,28.2,3.93,3.2
10.13269,52.55715,7,10.2,6.21,8.8
10.13152,52.1617,16,13.2,7.01,13.6
10.13202,52.07159,28,16.7,7.48,19.4
10.13046,51.8022,16,11.6,4.57,5.4
10.12913,51.31685,28,29.8,7.87,31.4
10.12715,50.6157,42,39.2,7.44,39.3
10.12545,49.96838,25,13.1,7.9,19.2
10.12391,49.37489,36,29.4,7.3,24.8
10.12359,49.24897,45,35.2,6.92,24.7
10.12262,48.83517,21,16.2,5.54,11
10.12082,48.11549,22,45.3,7.32,22.3
10.12062,48.02552,23,27.2,7.32,20.7
10.10125,51.71237,13,14.3,4.54,6.8
10.10093,51.55058,17,12.1,6.73,10.9
10.10058,51.38879,17,22.1,3.93,11.9
10.10016,51.226997,15,17.9,4.44,3.8
10.09952,50.9034,7,14.9,4.59,6.9
10.09882,50.57976,27,43.5,6.3,24.9
10.07654,54.19269,5,16.2,5.65,4.4
10.07473,53.15028,8,28.2,6.34,9.8
10.07417,52.82679,6,40.7,5.74,11.1
10.07388,52.66499,3,103.4,3.43,10.6
10.07235,51.76628,14,29.7,3.8,8.3
10.07184,51.40677,18,22.6,4.1,6.5
10.07157,51.24506,48,68.6,6.27,35.4
10.07113,50.92138,9,21.1,5.04,8.3
10.06936,49.75262,22,11.5,7.12,14.2
10.06778,48.61937,34,48,7.44,36.9
10.04429,52.62906,6,19.4,6.31,8.6
10.0408,48.74531,22,39.9,5.67,11.6
10.04048,48.42146,33,22.6,7.47,27.4
10.01485,52.91667,2,18.6,5.37,2.9
10.01476,52.5033,2,16.8,4.91,2.9
10.0146,52.0539,16,5.4,4.97,9.7
10.01478,52.01799,14,12.3,6.87,13.7
10.01425,51.08321,44,83.1,7.42,53.9
10.01395,50.07634,24,38,6.9,26
10.01362,48.81728,53,44.3,6.51,35.1
10.01346,48.22353,20,29.5,5.46,13.5
10.01313,47.84541,17,16.9,5.48,7
10.0133,47.68361,27,37.4,5.58,21.9
9.98482,53.81527,6,13.9,4.79,1
9.9857,51.98158,22,16.9,7.55,19
9.98594,50.41799,12,17.2,5.85,8
9.98573,50.25615,13,9.6,6.61,6
9.98621,49.44688,21,13.9,7.65,17.9
9.98659,48.09756,18,15,6.54,11.2
9.98663,47.82761,25,36.4,5.93,12.5
9.9867,47.61162,22,30.7,5.34,10.6
9.95373,54.44433,7,9.6,6.46,6.6
9.95391,54.3185,20,12.3,6.27,10.2
9.9546,53.95887,8,83.5,5.62,14.5
9.9546,53.6715,4,16.2,5.51,6
9.95611,52.21569,17,18,7.56,18.3
9.95717,51.20913,12,14.8,7.2,10.1
9.95778,50.43596,44,66.2,5.2,25.9
9.95852,49.59076,26,12.4,7.79,14.6
9.95879,49.26701,45,26.3,7.59,25.1
9.95888,49.10511,47,49.2,6.88,30.4
9.95944,48.49343,23,19.4,7.39,18.3
9.95887,48.29534,12,13.7,6.5,8.9
9.9597,48.16938,18,14.2,6.6,9.2
9.95995,47.80966,20,53,5.51,17.3
9.96005,47.68361,22,29.3,5.04,9.4
9.9233,54.22865,3,7.6,5,3.1
9.92396,53.90511,2,26.7,4.88,2.6
9.92875,50.99331,28,40.4,7.52,22.9
9.92952,50.50787,21,26,6.9,35.1
9.93048,49.86052,38,20.1,8.12,26
9.93066,49.69868,36,21.6,7.09,25.1
9.9312,49.33893,47,28.4,5.66,21.4
9.9321,48.69133,27,20,5.94,9.1
9.89387,53.76132,4,24.9,6.35,10.5
9.89648,52.68297,3,20.3,5.75,4.8
9.898,52.03591,35,25,7.85,30.4
9.9003,50.9753,9,31,3.96,3
9.90201,50.16621,16,24.2,7.39,14.2
9.90504,48.63736,46,20.1,6.33,24.2
9.86135,54.42626,19,14.5,7,13
9.86733,52.55713,3,10.2,7.15,6.9
9.86765,52.44928,59,46.8,6.17,33.5
9.87108,51.26294,12,11.3,6.03,6.5
9.87127,51.191,10,107.2,3.74,8.2
9.87196,50.93933,17,18.9,4.94,9.8
9.8724,50.77751,34,29.6,6.04,21.8
9.87456,49.96835,42,12.5,6.85,24.5
9.87559,49.57272,17,10.8,7.45,11.6
9.87695,49.05107,34,22.1,7.04,22.1
9.8773,48.88917,29,18.9,5.3,13.7
9.87938,48.02548,21,16.3,6.23,9.8
9.88042,47.59356,26,49.1,5.67,18.8
9.83974,52.03585,35,39.4,6.15,24.5
9.84083,51.71228,33,31.3,6.93,23.3
9.80572,53.15015,2,23.7,5.88,3.5
9.80628,53.02433,7,15.2,5.78,4.9
9.80837,52.53907,4,13.7,5.71,4.4
9.81147,51.85631,16,11.7,6.64,10.8
9.81167,51.76615,13,45,6.87,27.6
9.8125,51.56845,11,11.5,5.39,4.2
9.81464,51.0471,25,45.8,4.78,15.1
9.819,49.91434,7,8.4,7.75,8.4
9.82006,49.62659,16,11.8,7.04,13.2
9.82071,49.46472,25,33.3,7.28,30.1
9.822,49.10498,51,47,7.07,31.6
9.82642,47.84544,19,43.3,5.68,14.1
9.77173,53.9229,4,25.9,4.2,3
9.77431,53.43767,5,20.3,6.66,5.4
9.78476,51.33469,20,65.5,7.53,18.9
9.79342,49.39273,39,30.9,6.99,25.4
9.79935,47.93541,20,15.7,6.04,8.5
9.80061,47.61145,25,31.4,5.85,15.8
9.73781,54.47999,3,10.1,5.22,3.3
9.74086,53.99474,6,48.6,5.86,10.5
9.75136,52.17949,9,13.3,7.59,13
9.75456,51.62227,15,42.5,4.45,7.7
9.75666,51.20887,33,34.7,7.28,28.2
9.75737,51.08302,23,15.7,7.69,16
9.75839,50.8852,10,13.3,4.5,5.6
9.75963,50.65147,17,14.3,6.63,9.7
9.76092,50.39975,18,24.6,5.36,5.4
9.76398,49.78835,27,10.7,7.91,18.5
9.76683,49.19482,22,18.9,7.37,16.3
9.77022,48.45713,41,30.4,7.64,28.4
9.77372,47.68338,23,34.7,5.14,11.1
9.70712,54.46196,8,35.4,6.32,11.7
9.70747,54.40801,7,14.5,7.2,9.6
9.71394,53.4374,6,15.7,6.08,5.3
9.71636,53.11417,1,53.1,4.36,5.9
9.72395,51.90977,10,46.8,3.74,7.9
9.72413,51.87387,21,30.2,4.5,9.2
9.72503,51.6581,12,13.5,5.98,8.9
9.72897,51.06492,12,32.8,3.9,6.9
9.72927,51.01098,7,24.9,5.1,7.2
9.72989,50.90312,14,10.4,6.22,5.6
9.73569,49.87823,17,12.4,7.06,14.5
9.73637,49.77029,33,16.6,7.45,21.2
9.74061,48.96092,9,15.7,4.78,7
9.74312,48.47515,39,23.4,7.34,29.1
9.74476,48.15125,19,15.3,5.79,10.8
9.74558,47.98929,15,20.8,5.98,7.1
9.74746,47.61132,11,44.5,7.47,28.3
9.68349,53.50933,31,31.6,6.12,20.2
9.69626,51.69402,20,39.8,4.62,10.5
9.70444,50.43559,46,47.3,6.72,41.2
9.71871,48.00723,14,11,5.4,6.1
