x,y,Clay,SOC,pH,CEC
20.52576,51.43665,16,5.7,6.06,5.7
20.36379,50.72601,4,12.2,4.95,4
20.28464,50.36969,22,18.3,7.38,20.4
20.91588,53.16095,2,2.2,4.67,1
20.90233,53.10773,4,11,4.68,1
20.75689,52.52219,4,11,4.65,3.9
20.23782,50.28415,16,14.1,7.72,15.7
20.16852,49.964,12,14,5.89,9.1
21.01447,53.66021,15,10.7,5.62,10.6
20.85029,53.02168,21,36.1,7.06,29.3
20.72229,52.5071,5,10,5.22,4
20.41972,51.22863,5,8.4,4.74,4.6
20.2217,50.33994,43,31.6,7.6,31
20.11085,49.82426,18,14.8,6.03,10.1
20.10332,49.78868,18,14,4.97,9.1
20.96603,53.59201,3,12.3,5.74,3
20.31118,50.8758,4,13.1,4.99,1
21.09532,54.19756,6,11.4,7.17,6
21.01033,53.87843,23,93.7,4.93,14.9
20.79127,53.02706,6,11,6.11,5.4
20.751,52.86747,4,16.2,5.61,3
20.59516,52.22837,10,55.4,4.76,8.9
20.51915,51.90876,29,26.4,5.29,13.9
20.47335,51.71339,7,4.9,5.75,6.3
20.39944,51.39365,3,9.4,4.18,3.3
20.19288,50.46946,14,8.3,5.64,7
20.13522,50.20268,17,14.2,5.63,12.1
20.08956,49.98929,17,16.5,6.07,12.5
20.033263,49.722426,18,9.2,4.63,5.8
20.014642,49.633482,23,50.4,7.09,23
20.96163,53.81022,13,12.8,5.83,6.9
20.94799,53.75713,12,102.5,6.49,43.7
20.78402,53.11843,4,17.3,4.63,1
20.74417,52.95869,16,13,7.27,14.6
20.70434,52.79902,6,8.6,6.54,5.7
20.48621,51.89358,3,30.2,4,4.5
20.47368,51.8403,6,10.5,5.1,4.2
20.39946,51.52055,1,12.4,4.24,2.3
20.024373,49.813852,21,20.4,4.61,5.7
19.97983,49.60033,27,24.7,5.98,16.7
21.06317,54.30941,26,19.5,6.91,13.1
21.02045,54.14985,46,21.4,7.37,26.7
20.8535,53.51141,3,106.7,3.97,8.4
20.80368,53.31627,0,406,5.65,9.8
20.68435,52.83721,3,11,5.8,4.3
20.60594,52.51766,6,9.2,6.57,6.2
20.12928,50.43884,12,12.9,5.53,8.4
20.95729,54.02845,17,20.1,6.46,14.9
20.18666,50.83251,8,9.5,7.35,8.1
19.987846,49.907682,17,10.6,6.94,11.3
19.980389,49.872122,10,12.6,4.97,6.4
19.94702,49.71197,17,23.8,4.96,6.7
20.81649,53.60546,9,10.8,6.69,6.5
20.39977,51.90129,9,10.2,7,6.6
20.38737,51.84799,7,11.8,4.34,3.3
20.20565,51.04834,6,27.3,5.19,6.1
20.182,50.94167,3,20.2,5.26,5.1
20.00888,50.14141,15,10.4,5.23,7.2
19.95651,49.892378,14,22.2,5.15,4.7
20.92487,54.14027,14,13.3,4.88,6.7
20.83221,53.7855,3,2.5,6.98,3.6
20.648,53.05804,16,19.4,5.4,14.9
20.02297,50.33945,12,11.8,4.87,6.8
19.932565,49.912559,10,14.9,7.27,14
19.921458,49.859184,10,13.1,6.06,7.5
19.89934,49.75241,22,45.3,4.33,10.3
19.87364,49.62783,18,12.7,4.8,7.8
20.8113,53.82368,12,30.8,6.54,5.9
20.61082,53.0243,7,10.3,7.51,7.6
20.57043,52.86539,6,9.5,5.69,6.5
20.53153,52.70559,3,9.3,4.84,1
20.26855,51.58659,7,9.6,7.08,4.2
19.78826,49.34541,27,23.4,5.48,12.7
20.90168,54.28756,49,23,7.26,24.5
20.87827,54.19887,9,10.5,6.45,3.8
20.81796,53.96828,0,315.6,6.08,122.6
20.54532,52.88574,13,21.3,6.34,16.3
20.25222,51.64247,19,62.6,5.98,25
20.03927,50.68239,4,6.6,6.03,1
20.0316,50.64682,14,12.6,5.31,9.5
19.95558,50.29107,15,11.2,6.95,11.6
19.82962,49.68603,20,26.2,4.79,9
20.53755,52.97711,8,80.5,5.98,25.5
20.30919,52.01805,32,41.6,4.53,11.5
19.95432,50.41809,13,12.8,7.28,11.5
19.85346,49.93762,14,13.6,5.49,9.1
19.82034,49.77744,8,10.8,5.93,3.4
20.76678,54.00911,16,14.6,4.97,14.4
20.64445,53.53001,3,15.6,4.36,1
20.57794,53.26377,6,9.7,5.52,3.2
20.46065,52.7844,4,44.6,6.19,14.6
20.40109,52.53577,5,9,5.2,3.5
20.33399,52.25156,4,10,5.28,2.2
20.27205,51.98507,9,11.2,7.62,13
20.19892,51.66519,5,25.9,5.76,8.5
20.16283,51.50523,3,7.1,4.91,2.8
20.12705,51.34523,20,27.8,5.7,19.6
20.10729,51.25634,9,6.4,6.14,5.1
20.04473,50.97186,4,13.1,4.75,3.8
19.9436,50.63638,23,7.8,5.35,13.6
20.45868,53.02037,5,9.3,7.17,6.9
20.38913,52.73626,3,19.2,4.66,4.1
20.2389,52.09674,3,6.1,5.74,3.9
19.78504,50.01598,14,27.9,4.31,6.1
20.6944,54.08804,14,10.7,6.71,5.7
20.33864,52.65001,10,10.5,7.11,9.4
20.11723,51.69049,7,15.5,4.54,2
20.03768,51.33487,5,12.5,7.17,5.6
19.79785,50.21417,15,16.5,6.02,8.9
19.77203,50.08958,12,16.4,5.34,4.4
20.38999,52.99003,6,69.4,5.12,19.4
20.36436,52.88349,2,7.8,5.84,3.5
20.28836,52.56373,5,9,7.79,7.2
20.14039,51.92403,6,9.6,5.23,4.3
20.12829,51.8707,4,8.8,5.05,2.8
20.08422,51.67516,3,7.6,5.68,5
20.02096,51.3907,5,13.6,5.11,3.7
19.66094,49.68251,13,29.1,4.4,9.3
20.6758,54.25291,15,9.4,5.56,7.4
20.64297,54.12883,6,9.8,5.04,2.3
20.43351,53.29517,7,14.2,5.56,1
20.24249,52.49519,5,8,5.71,1
20.20525,52.33525,20,90.5,5.45,32.6
20.1765,52.21088,8,8.5,4.46,3.8
20.01208,51.48206,9,22.7,6.32,10.8
19.91877,51.05523,2,6.7,4.52,2.1
19.90727,51.00187,3,9.9,5.17,2.6
19.88436,50.89514,3,6.3,4.36,2.5
19.8389,50.68165,15,8,5.21,6.8
19.80502,50.52215,18,11.7,7.1,11.6
19.73136,50.16554,17,5.9,4.75,5.3
20.66297,54.32667,5,21.9,4.27,4.6
20.58097,54.0072,24,15.1,7.45,18.8
19.8372,50.8086,6,130.6,4.96,29.1
20.327,53.10426,3,13.6,5.88,7.4
20.08605,52.07369,8,8,6.33,5.9
20.04986,51.91368,3,9.2,4.82,2.9
20.0298,51.82483,6,12.9,4.88,1
19.92371,51.34462,4,12.9,5.32,3.9
19.70485,50.31271,19,26.8,7.16,21.1
20.58838,54.27871,7,9.7,7.01,7
20.50706,53.95919,10,12.1,4.72,3
20.31021,53.16011,3,19.7,4.5,5.1
20.15889,52.5205,17,22.2,7.01,19.2
19.97737,51.72057,6,11.9,6.17,4.9
19.90692,51.40048,3,12.3,5.24,3.7
20.52626,54.15707,16,10.9,7.85,16
20.29767,53.23369,5,144,6.32,48.6
20.15848,52.64746,22,37.4,7.51,24.8
20.12156,52.48744,7,11.8,5.32,4.4
20.03623,52.11421,5,12.2,6.75,8.2
20.01214,52.00752,13,34.7,6.25,18.7
19.929,51.63411,6,6.6,4.68,2.1
19.88614,51.43848,7,13.1,6.06,7.2
19.85909,51.31397,6,9.9,7.2,2.6
19.81696,51.11829,5,11.9,4.04,1
19.80063,51.04555,8,9.2,4.68,4.3
19.76771,50.88699,15,88.5,5.7,37.2
19.6675,50.40646,14,12.5,6.73,9.2
19.51987,49.67637,25,30.9,5.7,17
20.4467,53.96437,3,7.1,4.44,1
20.21282,53.00528,12,37.1,7.46,25.4
19.69103,50.65803,11,13,5.15,4.6
19.49578,49.69654,10,9.6,6.49,8.2
20.50619,54.32204,15,11,5.64,9
20.34605,53.68283,3,16.1,4.13,1
20.27676,53.39864,6,7.6,5.91,4.8
20.16231,52.91897,3,19.8,4.5,2.4
20.0799,52.56351,6,12.1,6.05,6.6
19.9345,51.92353,5,12.2,4.37,4.1
19.63353,50.51797,5,7.8,6.97,6.3
19.6006,50.35777,2,9.1,5.03,1
20.29435,53.59655,4,23.6,4.3,2.4
20.00151,52.3527,4,10.9,5.58,1
19.99346,52.31714,6,7.7,6.89,3.2
19.82364,51.55245,3,10.3,4.18,1
19.67936,50.87634,3,5.6,5.68,3
19.42681,49.6299,27,35.1,4.51,1
20.06168,52.74623,13,18.7,7.61,19.6
19.94028,52.21293,10,11.1,7.75,9.1
19.84937,51.80389,19,39.2,6.29,18.7
19.79889,51.57265,9,14.9,5.78,7.7
19.7758,51.46592,4,10.1,6.36,4.6
19.51238,50.20219,23,46.3,7.39,26.6
19.41322,49.70348,5,11.3,4.57,2.3
20.37014,54.15225,5,8.7,5.15,1
20.36127,54.11672,5,63.7,4.76,16.8
19.93121,52.30427,5,12,6.03,5
19.87155,52.03752,2,15.4,5.5,1
19.85971,51.98417,5,15.9,5.97,9.8
19.7741,51.59287,6,13.1,5.45,4.5
19.75491,51.50391,5,8,4.47,2.6
19.73959,51.43274,17,91.8,6.12,35.7
19.68647,51.18364,4,9.4,4.52,2.8
19.45601,50.06208,9,17.1,6.21,8.3
20.30902,54.03027,6,10,5.11,1
20.04023,52.91115,1,11.2,5.12,2
19.55064,50.66982,16,8.5,4.63,10.2
20.23496,53.85541,7,20.8,4.26,4.4
20.15747,53.53564,7,8.3,4.52,2
20.13683,53.44679,12,6.9,5.57,6.5
19.97806,52.77132,9,14.6,6.29,7.8
19.91306,52.48695,4,6.9,4.88,1
19.79026,51.93565,1,9.7,4.8,2.6
19.72833,51.65103,2,5.3,5.5,2.7
19.43604,50.24483,2,2.4,5.56,1
19.42183,50.17352,6,22.9,6.44,12.2
19.85989,52.3827,4,10,6.66,5.2
19.51629,50.7813,2,3.5,5.09,1
20.27619,54.26915,12,8.3,6.39,1
20.2366,54.109,8,14.9,5.53,6.1
20.18392,53.89616,10,124.3,4.84,31.6
19.91913,52.77633,2,6.7,4.6,2.6
19.84666,52.45627,21,13.8,7.56,18.9
19.76762,52.10055,9,33.8,5.05,10.8
19.70552,51.81593,2,3.8,5.72,2.2
19.68247,51.70917,2,35,4.18,5.3
19.56921,51.17526,4,15,4.35,6.3
19.85229,52.60294,9,15.2,6.06,6.1
19.76605,52.22747,2,7.9,4.45,3.6
19.62707,51.58698,6,7.9,5.29,2.2
19.59307,51.42682,4,8,5.01,3
19.49283,50.94619,4,19.6,5.92,6.5
19.29989,49.98445,16,17.8,5.99,4.4
20.2012,54.22075,6,7.7,6.74,4
19.61358,51.66052,1,6.4,4.98,3.9
19.27911,50.02235,16,22,5.32,4.8
20.17959,54.25888,0,403.2,3.79,6.9
20.06293,53.77914,5,10.8,5.27,1
19.9869,53.45923,10,12.3,5.46,4.2
19.66908,52.05437,2,8.2,4.47,3.1
19.52478,51.37821,6,9.8,6.08,10.8
19.17246,49.61472,24,24,5.78,14
20.16229,54.3147,7,29.5,4.26,9.9
20.08611,53.99498,13,7.6,6.01,7.6
19.94452,53.40845,4,14.4,4.92,3.4
19.90732,53.24837,3,11.4,4.75,1
19.87037,53.08835,4,13.3,4.83,3
19.58651,51.80762,5,13,6.24,5.9
19.3755,50.79288,6,5.8,5.32,3.9
19.19612,49.88435,21,15.5,5.55,1
20.07541,54.08621,5,8.8,4.97,2.2
19.94386,53.53526,7,25.6,6.52,9.8
19.7046,52.4861,7,21.4,7.61,17
19.58436,51.93455,8,13.3,5.03,7.8
19.56534,51.84558,8,34.9,7.41,18.8
19.44923,51.29379,4,11.2,4.96,1
19.09393,49.49444,24,31.4,5.34,12.7
19.99809,53.89323,4,17.5,4.91,5.8
19.96002,53.73324,0,457.2,4.8,112.1
19.70296,52.61301,11,14.2,7.4,11.9
19.66753,52.4529,2,17.5,4.81,1
19.52892,51.81233,5,20.4,4.8,4.9
19.29771,50.69059,7,5.8,6.31,4
19.88817,53.55794,11,44.8,6.9,25.2
19.70529,52.7577,4,6.1,6.05,3.8
19.63444,52.4375,1,10.2,4.59,4.6
19.51147,51.86806,3,10.6,6.03,8.9
19.50392,51.83246,7,59.3,3.53,9.8
19.36307,51.15595,9,14.9,5.42,5.5
19.0625,49.62363,11,79.3,3.54,14.7
19.9817,54.20427,10,12,7.48,11.7
19.94144,54.04283,13,54.1,3.72,7.8
19.28101,51.03587,3,14.3,4.4,2.1
19.07142,49.96677,14,19.2,7,9.6
19.97948,54.32968,9,12.8,5.51,5.2
19.87741,53.90306,16,10.7,5.99,9.4
19.65667,52.94276,4,42,5.88,12.8
19.3141,51.34093,3,11.3,5,1
19.23841,50.96687,3,6.9,5.02,2.6
19.84306,53.88773,3,10.2,6.37,5.4
19.73975,53.44318,5,8.7,4.77,1
19.55253,52.60709,3,5.8,4.61,3.4
19.48309,52.28676,10,9.5,7.45,9.4
19.45643,52.16217,5,7.1,6.24,4.9
19.28199,51.32538,4,16,4.47,2.2
19.82959,53.96127,10,20,4.91,4.9
19.54656,52.71619,5,9,7.79,6.6
19.44258,52.2357,4,7.5,7.48,6.6
19.40098,52.03988,5,7.2,4.21,5.6
19.11499,50.63289,10,77,4.35,6.9
19.86253,54.2304,20,20.9,5.09,6.4
19.52107,52.73636,7,12.1,4.5,5.2
19.26122,51.50802,4,7.3,4.25,1
19.25032,51.45458,1,20.9,4.91,9.3
19.09039,50.65294,2,2.4,4.86,1
19.78132,54.0017,19,10,7.01,14.7
19.74839,53.87722,18,15.2,6.22,11.6
19.6908,53.62825,8,9.2,6.65,4.3
19.62999,53.36144,6,10.8,5.93,4
19.53071,52.91665,1,18.5,4.42,4.2
19.52287,52.88107,5,9.2,6.01,10.8
19.23987,51.54591,3,7.7,5.51,2.8
19.42757,52.58087,1,6.4,3.97,3.2
19.23669,51.67287,1,21.1,4.11,3.8
19.07594,50.87122,3,7.2,5.58,1
19.0446,50.71083,4,15.9,4.78,1
19.63486,53.6508,13,134.9,6.06,67.7
19.59043,53.45511,9,12.5,6.23,6.1
19.54648,53.25942,3,11.9,4.45,2.1
19.27779,52.01348,2,8.3,4.51,3.9
19.65375,53.86667,11,10.5,4.89,7
19.43828,52.90586,2,15.2,4.48,3.1
18.79714,49.69899,37,38.3,4.61,14.7
19.43596,53.03279,3,8.3,6.15,4.9
19.35495,52.659,6,12.5,4.63,5.1
19.31318,52.46318,12,7.3,5.8,4.9
19.27981,52.30309,6,9.2,5.05,6.1
19.26441,52.23172,5,6.5,6.93,6.4
19.2458,52.14269,7,10.2,4.74,8.2
19.10025,51.43025,12,34.2,5.45,14.5
19.03655,51.10952,10,15,6.22,7.6
19.18731,52.0025,12,14.9,5.5,12.8
19.17633,51.94906,9,11.2,6.02,9.7
19.11101,51.62845,2,33.2,5.49,7.7
19.07878,51.4681,1,19.2,4.53,7.2
19.04685,51.30776,7,51.9,4.63,8
19.01528,51.14736,5,22,5.49,6.2
19.25474,52.46775,7,6,4.95,1
19.06443,51.5416,8,7.9,5.32,3
19.05731,51.50597,3,81.2,3.52,6.4
18.75661,49.93805,17,19.1,4.75,6.5
18.75019,49.9016,16,16.2,6.24,12.3
19.35102,53.05753,9,11.2,7.23,3.2
19.18088,52.25635,9,10,6.88,10.4
19.59008,54.25208,17,19.1,5.44,8.8
19.13338,52.16956,5,9.5,4.52,5.8
19.0036,51.52821,1,9.8,5.85,2.9
18.97156,51.36784,4,11.9,4,33.7
18.89887,50.99357,6,12,5.93,3.9
19.55,54.21889,10,43.2,6.98,22.1
19.52953,54.12994,21,14.7,6.83,16.3
19.51321,54.05877,58,129.3,7.23,69.5
19.47676,53.89862,15,12.9,6.87,12.4
19.46873,53.86306,6,8.3,5.8,4.7
19.42074,53.64949,7,9.6,5.8,5.2
19.31491,53.16896,6,9.2,6.01,4.5
19.2308,52.77729,3,13.8,4.18,4.2
19.1301,52.29639,2,9.9,4.5,3.3
19.07883,52.04709,0,116.9,4.97,34
19.01403,51.72644,6,9.1,5.72,5.7
18.92936,51.29875,6,9.1,5.34,3.5
18.90503,51.174,3,11.1,4.39,1
19.01026,51.85336,4,10.7,6.02,3.7
19.40039,53.83214,6,14.8,6.54,5.1
19.0173,52.03375,3,8.8,4.33,3.7
18.92823,51.58829,5,10.8,6.38,4.6
18.91419,51.51701,9,15.9,5.33,5.5
18.82759,51.07138,4,24.3,5.53,1
19.34649,53.72767,6,12.2,5.21,4.1
19.27596,53.40726,6,9.7,7.26,6.8
19.00629,52.12503,3,7.9,6.2,7.5
19.29671,53.641,12,11,5.24,5.5
19.27326,53.53416,13,10.9,5.31,7
19.06849,52.57261,3,23.9,5.89,15.1
19.02447,52.35885,5,9.2,4.59,4.3
19.00264,52.25196,14,5.7,7.39,9.7
18.97016,52.09162,5,7.8,4.76,3.7
18.89544,51.71742,1,11.1,4.49,2.9
18.85693,51.52139,4,16.1,4.92,13.5
18.83261,51.3966,6,7.1,6.97,8.3
18.6145,50.23758,9,13,5.85,6.1
19.15881,53.14478,3,13.7,5.31,1
19.0245,52.50359,3,6.5,4.84,1
18.70875,50.89957,3,9.7,5.02,4.3
19.2996,53.93041,5,11.7,6.18,6.3
19.16716,53.32509,31,196.8,6.48,104.3
19.05787,52.80862,7,94,6.8,39.4
18.96612,52.36329,3,8.8,4.46,2.7
18.90145,52.04257,3,14,4.81,6.4
18.86251,51.84654,2,9.5,4.41,3.6
18.73789,51.20468,8,14.5,4.45,3.1
19.1191,53.23801,8,12.5,6.55,14.9
18.84773,51.92,3,5.5,4.52,3.1
18.66894,50.99299,7,11.7,5.76,4.7
18.92584,52.45679,1,7.7,5.29,2.3
18.80832,51.86871,10,52.1,5.6,16.2
18.79782,51.81524,10,20,5.84,8.8
18.70471,51.3339,6,9,5.81,3
18.60736,50.81677,6,11.9,6.63,5.8
19.11585,53.50993,9,12.1,5.19,4.8
18.84999,52.22732,7,8.3,5.93,5.7
18.83581,52.15604,4,10.7,4.36,3.4
18.82869,52.1204,5,8.6,6.01,4.7
18.78644,51.90653,7,12.7,6.36,7.6
18.74124,51.67479,7,111.2,3.62,1
18.6796,51.35389,11,60.2,6.11,26.1
18.43692,50.03362,13,13.7,5.08,5.4
19.11271,53.63684,18,33.6,7.13,15.8
18.84585,52.35424,5,25.5,5.34,7
18.81381,52.19387,35,28.6,7.67,9.3
18.68847,51.55214,4,15.5,5.49,2.8
18.62744,51.23117,23,10,8.25,15.8
19.12116,53.81718,9,6.6,6.55,2.6
19.1134,53.78156,8,8.6,6.38,6.3
18.9436,52.98006,40,22.2,7.58,32.9
18.85248,52.53463,6,9.7,5.31,23.9
18.6872,51.6969,1,12,4.84,3.7
18.67006,51.60775,7,8.7,5.72,9
18.461,50.48409,5,9,6.17,1
19.07554,53.74813,12,70.8,5.75,27.1
18.87379,52.78629,6,22,6.93,13.2
18.71368,51.98428,16,130.7,5.44,40
18.38514,50.21852,3,29.5,4.57,2.6
19.15819,54.26684,19,16.2,5.98,16.2
19.1307,54.14222,56,31.9,6.31,48.1
19.12289,54.1066,38,20.2,6.4,26.5
19.09567,53.98196,34,41.4,5.71,14.5
18.85887,52.85974,10,10,7.17,11.3
18.73013,52.21816,29,60.8,5.66,33.4
18.59908,51.54067,3,16.1,4.08,4.7
18.58557,51.46936,5,24.3,5.35,8.8
18.57547,51.41587,12,40.6,7.15,26.3
18.48586,50.93427,6,16.3,5.25,6.3
18.95999,53.48536,6,8,7.44,7.5
18.94738,53.43202,15,29.6,6.13,18.5
18.92495,53.32517,12,8.5,5.35,3.7
18.56368,51.50713,2,16.4,5.52,13.2
18.47392,51.02556,6,15.3,4.35,2.1
18.45432,50.91851,3,10.1,4.38,19.7
19.02737,53.95082,9,9.1,5.53,5
19.00051,53.82616,3,8.1,5.76,4
18.72023,52.61674,13,18.3,7.23,17
18.65633,52.29571,6,4.5,7.51,8.4
18.59448,51.97499,1,16.1,4.34,2.8
18.56376,51.8145,5,8,5.16,2.9
18.55705,51.77883,11,11.9,6.56,9.6
18.47311,51.33295,3,13.8,4.87,82
18.41399,51.01186,8,17.1,5.64,3.4
18.99372,54.07997,32,17.9,6.72,25.4
18.64161,52.36934,7,7.6,4.51,3.6
18.38888,51.03176,8,12,4.46,4.3
18.3405,50.76411,4,12.9,5.33,7.6
18.32447,50.67488,3,8.1,5.12,1
19.00195,54.2603,43,30.5,6.62,25.8
18.83889,53.4943,2,14.9,5.01,9.1
18.74747,53.04901,10,9.9,7.39,9.1
18.72566,52.94187,1,3.9,6.25,5
18.66821,52.65687,9,25.3,8.11,19.6
18.47581,51.65818,15,12.7,7.52,20.6
18.45245,51.53333,3,9.2,4.46,5.2
18.42266,51.3724,7,14.2,6.41,6.9
18.40618,51.28359,6,15.6,6.36,5.7
18.2774,50.56983,4,16.4,5.1,3.4
18.27109,50.53413,13,11.2,7.9,12
18.19316,50.08785,19,11.9,6.35,11.9
18.18737,50.05201,14,17.5,7.11,10.9
18.61462,52.53404,2,9.7,6.32,3
18.58325,52.37358,6,6.6,5.48,10.9
18.49073,51.89213,1,26,3.7,5.1
18.95255,54.31819,36,18.3,6.29,22.8
18.84216,53.80158,2,4.3,5.47,2.6
18.8086,53.64122,33,82.4,7.49,62.6
18.79,53.552111,5,14.4,6.07,6.8
18.77531,53.48084,9,50.2,6.72,31.2
18.7423,53.32044,5,10,4.71,3.5
18.58874,52.55387,4,6.6,6.37,9
18.51962,52.19738,6,25.4,4.92,8.5
18.4416,51.78719,3,17.6,4.67,5.8
18.38193,51.46612,2,7,4.25,1
18.32317,51.14497,3,6.1,6.03,1
18.28138,50.91299,3,10.7,6.86,2.5
18.25294,50.7523,6,169.7,4.75,2.2
18.16844,50.27031,13,15.3,6.99,10.9
18.1529,50.18114,17,10.2,7.08,11.4
18.90665,54.24915,40,25.7,6.72,32.9
18.42291,51.84278,2,14.8,6.3,4.9
18.39289,51.68223,2,9.7,3.55,3.5
18.27547,51.03994,9,13.4,6.94,7.7
18.84954,54.12666,37,23.8,7.77,1
18.71544,53.48518,16,14.2,6.66,13.6
18.63586,53.09305,10,17.7,7.9,16.7
18.58615,52.84348,1,5.9,5.37,3.3
18.56151,52.71928,11,33.3,8.02,20.9
18.52324,52.52256,1,10.8,4.63,4.4
18.49219,52.36206,5,28.5,4.71,9.3
18.44785,52.13023,2,8.9,5.61,5
18.43098,52.04104,24,32,6.69,17.4
18.19635,50.7564,1,8.8,4.78,5.7
18.14023,50.43509,3,16.2,4.92,3.1
18.77777,53.93283,17,11.6,7.28,10.6
18.27641,51.36505,5,25.5,4.37,1
18.04993,50.08124,18,18.1,6.66,13.4
18.44065,52.40189,3,9.7,4.71,4.2
18.40326,52.20572,25,41.8,5.97,31
18.37297,52.0452,10,14.4,6.22,9.1
18.3496,51.92032,3,23.6,4.81,3.4
18.57529,53.24202,22,14.9,7.03,3.8
18.32733,51.95805,2,10.6,4.26,1
18.30416,51.83316,2,20.1,4.3,3.6
18.13051,50.86951,7,12.3,6.21,4.6
18.0962,50.67315,2,21.5,5.5,4.2
18.07461,50.54818,21,9.3,8.27,12.9
18.0409,50.35179,7,12.5,7.47,10.5
18.69813,53.99278,11,10,5.6,6.9
18.66489,53.8324,19,11,8.17,15
18.63191,53.67195,2,8.6,4.1,2.5
18.53518,53.19092,7,7.4,6.89,8.1
18.27198,51.81737,3,27.6,4.09,3.1
18.25888,51.74598,6,10.1,5.58,4.3
18.22957,51.58541,4,53,3.8,6.6
18.13362,51.05001,7,10.7,6.59,3.9
18.11446,50.94292,4,24.3,4.33,3
18.05888,50.62157,1,16.9,5.47,6.9
18.04963,50.56786,4,18.3,6.9,6.1
18.72754,54.28008,41,43.4,7,35.3
18.44918,52.9074,9,15.5,7.76,11.8
18.36654,52.47947,4,13.4,6.08,2.3
18.19655,51.54953,12,19.7,5.77,12.1
18.14954,51.30191,4,15.8,6.51,7.4
18.13062,51.19475,8,20.6,6.2,8.9
18.0927,50.98059,3,31.7,4.22,4
18.67088,54.15748,6,11.6,4.7,5.1
18.23067,51.91064,3,13.1,6.76,3.8
18.24119,52.12677,4,9.9,5,3.1
18.09551,51.32363,1,10.7,5.03,1
18.05473,51.09167,8,14.6,5.16,4.7
18.0329,50.96675,3,20.3,4.01,9.2
18.56598,53.94788,6,8.3,5.37,3
18.43692,53.30603,17,12.7,6.59,12.4
17.99236,50.89723,7,55.9,3.61,5
17.93725,50.57581,31,27,7.79,11.6
17.91003,50.41511,6,10.4,6.15,3.1
18.44604,53.50445,6,7.7,4.75,2.9
18.30651,52.79097,14,15,7.64,15.2
18.14719,51.93453,4,7.6,5.33,3.2
18.11097,51.73821,12,21.4,6.15,12.9
18.09881,51.66684,10,13,6.59,10.9
18.05439,51.41692,11,9.3,6.91,8.6
17.90307,50.54207,9,146.8,3.73,2.3
17.8493,50.22054,18,12,7.06,13
18.53856,54.11255,7,9.7,5.85,5.8
18.29564,52.88112,18,16.7,7.66,14.4
17.86302,50.47261,2,46.8,4,9.7
18.39303,53.5441,6,32.8,3.72,6.5
18.14134,52.22406,3,8.2,4.68,15.1
18.11848,52.09914,4,10,4.47,3.9
18.31416,53.29668,25,25.9,7.25,21.9
18.28308,53.13599,2,23.7,5.19,5.1
18.25229,52.97542,3,12.4,5.1,4.6
18.19107,52.65564,11,7.4,7.09,6.6
18.16158,52.49371,4,7.9,6.69,4.1
17.981,51.49427,3,8.6,5.37,3.4
17.9611,51.36958,5,7.9,5.49,2.4
17.90353,51.04789,4,9.6,4.47,25.6
17.876,50.8872,4,113.6,3.64,5.6
17.84883,50.72644,5,8.6,6.35,5.5
17.78917,50.36921,13,12.5,6.75,10.1
18.01868,51.87111,14,11.1,6.32,10.1
17.8599,50.96054,5,6.3,5.55,10.2
17.7524,50.31752,21,12.3,7.67,11
18.38071,53.94264,4,11.4,5.61,7.6
18.08007,52.37282,19,35.5,8.02,24.4
18.07295,52.33675,4,9.3,6.01,3.6
17.96433,51.73256,11,10,7.28,11.1
17.92988,51.5337,3,9.4,5.13,2.4
17.87434,51.21271,3,7.6,5.44,1
17.71201,50.24792,19,15.9,6.4,12.1
18.26955,53.53452,4,7.2,5.48,1
18.11677,52.73146,9,9.2,7.39,5.5
18.08686,52.57109,13,20.5,4.99,9.3
18.20509,53.35816,4,7.3,5.34,4.6
17.77192,50.94842,4,10.1,4.12,7.4
18.32537,54.12719,5,42.5,5.49,1
18.36686,54.48592,5,6,5.95,5.8
18.28786,54.09359,7,11.7,5.62,3.2
18.13167,53.29078,15,12.9,7.07,12.8
18.07126,52.96967,0,355.4,7.1,193.1
17.93727,52.23797,9,14.4,7.32,10.3
17.88047,51.91658,3,18.2,4.55,3.6
17.78454,51.36304,3,5.1,5.58,1
17.71324,50.95292,6,11.9,5.37,5.3
17.62419,50.39842,16,9.7,6.11,1
18.08851,53.22168,3,7.2,5.12,2.8
17.96947,52.57903,10,9.6,7.5,7.1
17.82896,51.77562,8,6.7,6.46,6.4
17.76203,51.40067,2,11.3,4.02,2.2
17.70774,51.07911,15,41.3,6.59,21
17.99555,52.88441,3,5.5,7.7,5.4
17.96891,52.7591,5,8.9,6.6,5.1
17.91311,52.43802,9,42.4,7.79,26.2
17.85082,52.08114,3,50.3,3.61,4.4
17.82262,51.92047,8,11.4,5.35,6.4
17.69132,51.15255,8,13,6.52,4.7
18.25694,54.40294,11,11.5,7.14,11.2
18.03893,53.279,2,18.8,3.98,2.3
17.97915,52.95778,4,9.1,5.86,4.8
17.86338,52.31366,8,8.5,5.84,6.2
17.74863,51.6731,4,9.2,5.03,1
18.205,54.29796,9,8.8,5.7,6.2
18.17329,54.13742,5,13,5.13,4.8
17.92924,52.85243,7,8.6,7.59,6.9
17.75856,51.88858,8,7.8,5.98,7.5
17.57849,50.81683,14,16.5,7.26,15.3
17.55238,50.65597,4,15.8,6.24,7.7
17.52646,50.49519,16,16.4,6.07,14.6
18.11504,53.9967,4,36.2,5.82,9.7
17.98592,53.31865,2,23.2,4.37,4.3
17.94617,53.10447,2,38.1,4.07,2.3
